"","model","parameter.set.j.","measure","tr.stats.chisq.statistic","tr.stats.chisq.p.value","tr.MAD","tr.stats.mantissa.arc.test.statistic","tr.stats.mantissa.arc.test.p.value","tr.distortion.factor"
"X-squared7237","small.world",0.00455555555555556,"degree",160214.684808318,0,0.19572166167836,0.991766226499427,0,104.5842558583
"X-squared7238","small.world",0.00455555555555556,"degree",158360.269348386,0,0.194543883900582,0.99110609369174,0,104.5842558583
"X-squared7239","small.world",0.00455555555555556,"degree",160602.320017243,0,0.195966106122804,0.991800165754187,0,104.653365243099
"X-squared7240","small.world",0.00455555555555556,"degree",159652.879417282,0,0.195366106122804,0.991596874790436,0,104.561219396701
"X-squared7241","small.world",0.00455555555555556,"degree",158669.369482149,0,0.194743883900582,0.991112988136989,0,104.538182935101
"X-squared7242","small.world",0.00455555555555556,"degree",161340.623164726,0,0.196432772789471,0.992171991886927,0,104.538182935101
"X-squared7243","small.world",0.00455555555555556,"degree",161732.500190756,0,0.196677217233915,0.992276737964172,0,104.630328781499
"X-squared7244","small.world",0.00455555555555556,"degree",161204.131326857,0,0.196343883900582,0.992129236202719,0,104.653365243099
"X-squared7245","small.world",0.00455555555555556,"degree",161975.152112142,0,0.196832772789471,0.99215606672675,0,104.6072923199
"X-squared7246","small.world",0.00455555555555556,"degree",157384.193177961,0,0.19392166167836,0.99072655743885,0,104.538182935101
"X-squared7247","small.world",0.00455555555555556,"degree",159232.930847784,0,0.195099439456138,0.991457311219784,0,104.561219396701
"X-squared7248","small.world",0.00455555555555556,"degree",160872.937677361,0,0.196143883900582,0.991505852175481,0,104.5842558583
"X-squared7249","small.world",0.00455555555555556,"degree",159475.286059083,0,0.195254995011693,0.991390703781962,0,104.5842558583
"X-squared7250","small.world",0.00455555555555556,"degree",161024.325428299,0,0.196232772789471,0.991956509319955,0,104.630328781499
"X-squared7251","small.world",0.00455555555555556,"degree",161481.039883515,0,0.19652166167836,0.992097480841378,0,104.5842558583
"X-squared7252","small.world",0.00455555555555556,"degree",160533.858474884,0,0.19592166167836,0.991864430929123,0,104.653365243099
"X-squared7253","small.world",0.00455555555555556,"degree",160526.904153892,0,0.19592166167836,0.991773123408607,0,104.538182935101
"X-squared7254","small.world",0.00455555555555556,"degree",159579.32543613,0,0.19532166167836,0.99138183732051,0,104.5842558583
"X-squared7255","small.world",0.00455555555555556,"degree",158641.040785505,0,0.19472166167836,0.991148878416829,0,104.653365243099
"X-squared7256","small.world",0.00455555555555556,"degree",160530.643661507,0,0.19592166167836,0.991810401174693,0,104.6072923199
"X-squared7257","small.world",0.00455555555555556,"degree",160325.073304734,0,0.195788328345026,0.991744387613862,0,104.722474627897
"X-squared7258","small.world",0.00455555555555556,"degree",159405.28751197,0,0.195210550567249,0.991367444905563,0,104.5842558583
"X-squared7259","small.world",0.00455555555555556,"degree",158120.664385868,0,0.194388328345026,0.991139200655527,0,104.6072923199
"X-squared7260","small.world",0.00455555555555556,"degree",159931.847762382,0,0.195543883900582,0.991585652879663,0,104.5842558583
"X-squared7261","small.world",0.00455555555555556,"degree",160811.432844777,0,0.196099439456137,0.991776841453063,0,104.6072923199
"X-squared7262","small.world",0.00455555555555556,"degree",160178.02455461,0,0.195699439456137,0.99161413613363,0,104.60498867374
