"","model","parameter.set.j.","measure","tr.stats.chisq.statistic","tr.stats.chisq.p.value","tr.MAD","tr.stats.mantissa.arc.test.statistic","tr.stats.mantissa.arc.test.p.value","tr.distortion.factor"
"X-squared12555","forest.fire",0.0366666666666667,"betweenness",10358.8735383668,0,0.0670831426410986,0.0445944395048997,5.40930707730689e-96,48.6051617643557
"X-squared12556","forest.fire",0.0366666666666667,"betweenness",10173.4540249854,0,0.0664335601132912,0.0386682006955201,2.11914073842738e-83,48.1765446810713
"X-squared12557","forest.fire",0.0366666666666667,"betweenness",11021.8353270381,0,0.0688161539547034,0.0478946035724611,5.8587258092804e-104,48.8606682913766
"X-squared12558","forest.fire",0.0366666666666667,"betweenness",10558.0545833941,0,0.0680378486931979,0.0403927757894209,2.90706286948229e-86,49.4981976876965
"X-squared12559","forest.fire",0.0366666666666667,"betweenness",10149.0955033841,0,0.0663403137452462,0.039957674119454,2.91812784796277e-86,48.4037106701953
"X-squared12560","forest.fire",0.0366666666666667,"betweenness",10589.1636658433,0,0.0675578087252293,0.040835597267573,1.70253327946014e-88,48.1159941758264
"X-squared12561","forest.fire",0.0366666666666667,"betweenness",10410.5190348329,0,0.0668340442741326,0.0440055697540104,1.7611535034387e-95,47.1620551418921
"X-squared12562","forest.fire",0.0366666666666667,"betweenness",10368.3127679559,0,0.0665121076998313,0.0428116877258714,9.9635829080315e-94,47.9012450668145
"X-squared12563","forest.fire",0.0366666666666667,"betweenness",10766.4402475426,0,0.0679895046686092,0.0433022157619593,3.42460591747321e-94,48.7335160255723
"X-squared12564","forest.fire",0.0366666666666667,"betweenness",10617.5663176443,0,0.0677443993086039,0.0366013242135576,2.98524174914912e-79,48.9026153611955
"X-squared12565","forest.fire",0.0366666666666667,"betweenness",10941.5702811849,0,0.0688832310168341,0.0449576935027758,1.29814475715641e-96,48.3742573144512
"X-squared12566","forest.fire",0.0366666666666667,"betweenness",10532.7426666222,0,0.0677408049693947,0.0402703626158759,1.57762255847629e-86,49.2287983257333
"X-squared12567","forest.fire",0.0366666666666667,"betweenness",9979.88898096236,0,0.0659650384381383,0.0361177494457658,1.84231304506679e-77,47.3034337622879
"X-squared12568","forest.fire",0.0366666666666667,"betweenness",10537.2313158298,0,0.0677566885853387,0.0415354004446229,3.31657988089206e-89,48.9435632821763
"X-squared12569","forest.fire",0.0366666666666667,"betweenness",10276.8719371469,0,0.0670155493477245,0.037681116539642,1.23357366615911e-80,48.1326014395375
"X-squared12570","forest.fire",0.0366666666666667,"betweenness",10098.9141213108,0,0.0664867210291028,0.0438329212965807,1.32258828997714e-93,48.2582721321798
"X-squared12571","forest.fire",0.0366666666666667,"betweenness",10868.4764986516,0,0.0690341813957296,0.0438242819978708,1.20957485073981e-93,50.6023949062104
"X-squared12572","forest.fire",0.0366666666666667,"betweenness",10583.4566901196,0,0.0674998342118035,0.041933216055426,3.50068728078611e-91,49.2461758132618
"X-squared12573","forest.fire",0.0366666666666667,"betweenness",10870.7699342027,0,0.0688409959398808,0.0463147821225608,1.90212855055539e-99,50.362663386542
"X-squared12574","forest.fire",0.0366666666666667,"betweenness",10483.8022900683,0,0.0676935355400495,0.0482151528573599,4.23076259262634e-103,49.2556964473084
"X-squared12575","forest.fire",0.0366666666666667,"betweenness",10382.0197534412,0,0.0672069683618162,0.0415392165638428,2.23974737781602e-89,48.9988583859177
"X-squared12576","forest.fire",0.0366666666666667,"betweenness",9919.30801771813,0,0.0654655127723032,0.0380502215018794,2.415565998925e-82,47.2442919739952
"X-squared12577","forest.fire",0.0366666666666667,"betweenness",10578.4996845425,0,0.0676049535735679,0.0437700539263032,9.57252594696025e-95,49.1709296841896
"X-squared12578","forest.fire",0.0366666666666667,"betweenness",10333.3117042662,0,0.0667012729800137,0.0359125462318476,5.2329264629499e-78,47.9558031999141
"X-squared12579","forest.fire",0.0366666666666667,"betweenness",10765.9846136064,0,0.0677335930349338,0.0430889328258076,1.61812394331415e-94,48.9804964102127
"X-squared12580","forest.fire",0.0366666666666667,"betweenness",9954.93874850512,0,0.0656301392996071,0.0358736671855957,1.08668987484187e-77,48.1207326004118
"X-squared12581","forest.fire",0.0366666666666667,"betweenness",10643.5672786529,0,0.0677258401314714,0.0396907033579919,2.71194618994587e-86,49.6198661167836
"X-squared12582","forest.fire",0.0366666666666667,"betweenness",9941.35597435406,0,0.0657764526520518,0.0387323927970418,2.55618032836569e-83,48.1962985770437
"X-squared12583","forest.fire",0.0366666666666667,"betweenness",9999.09040701442,0,0.0659097810507061,0.0340883740575884,1.66573242476515e-73,47.7832679869941
"X-squared12584","forest.fire",0.0366666666666667,"betweenness",10886.1708127699,0,0.0686498464880254,0.0418848451762509,1.77328235987727e-90,49.336255888866
"X-squared12585","forest.fire",0.0366666666666667,"betweenness",10373.7946620422,0,0.0671932322822097,0.0425210557592324,1.95779251977627e-91,49.2823869716804
"X-squared12586","forest.fire",0.0366666666666667,"betweenness",10743.9666871352,0,0.0681754885329163,0.0446606542946519,2.73224937733033e-96,48.3610459956752
"X-squared12587","forest.fire",0.0366666666666667,"betweenness",10753.9049582566,0,0.0680808270134527,0.0381687991375664,8.83752612659949e-83,48.6760186489335
"X-squared12588","forest.fire",0.0366666666666667,"betweenness",10941.9875374398,0,0.068822962128304,0.0401294123770474,1.41175361208206e-86,48.912934629465
"X-squared12589","forest.fire",0.0366666666666667,"betweenness",10688.4132956495,0,0.0679826647623159,0.0442658720723924,9.83777084900726e-96,49.3813983154462
"X-squared12590","forest.fire",0.0366666666666667,"betweenness",10249.0309365215,0,0.0665641189760634,0.0356286158775518,4.8487389093898e-77,47.6182988619631
"X-squared12591","forest.fire",0.0366666666666667,"betweenness",11025.9504884174,0,0.0691002360750182,0.0486578690649423,5.43852996838024e-105,49.9690464199746
"X-squared12592","forest.fire",0.0366666666666667,"betweenness",11093.8419076624,0,0.069393268114812,0.043478901618119,9.22992081112108e-94,50.2340616987178
"X-squared12593","forest.fire",0.0366666666666667,"betweenness",10417.0074163494,0,0.0670677152497846,0.0407730535289684,2.9632439277378e-88,48.3292774383931
"X-squared12594","forest.fire",0.0366666666666667,"betweenness",10079.9977643799,0,0.0663030602705077,0.0397545867672663,5.14404794109117e-85,47.024016728892
"X-squared12595","forest.fire",0.0366666666666667,"betweenness",10765.7490595633,0,0.0681022780832908,0.0435285974497928,1.71799066596958e-94,49.2550047257257
"X-squared12596","forest.fire",0.0366666666666667,"betweenness",10497.8210989062,0,0.0674202062068465,0.0439921618291935,5.90761202364446e-95,48.7340874370002
"X-squared12597","forest.fire",0.0366666666666667,"betweenness",10818.1752517595,0,0.0687915761906098,0.0450013801393419,1.96680497309017e-96,50.9644555959161
"X-squared12598","forest.fire",0.0366666666666667,"betweenness",10883.2647137477,0,0.0684262754555778,0.0451864522807584,3.67886227306396e-98,49.2953714418066
"X-squared12599","forest.fire",0.0366666666666667,"betweenness",10120.2570140711,0,0.0660632401414969,0.0394555033985629,1.91884626542189e-85,47.3128054220839
"X-squared12600","forest.fire",0.0366666666666667,"closeness",29985.2638049969,0,0.145417781632017,0.830495302851046,0,-84.0587415606393
"X-squared12601","forest.fire",0.0366666666666667,"closeness",27926.285721406,0,0.147028332199265,0.815875489124619,0,-83.3306355507079
"X-squared12602","forest.fire",0.0366666666666667,"closeness",29599.758092886,0,0.150983887754821,0.829077734741652,0,-82.8392553129227
"X-squared12603","forest.fire",0.0366666666666667,"closeness",27836.5973505273,0,0.149517221088154,0.819184762745919,0,-82.7111097525784
"X-squared12604","forest.fire",0.0366666666666667,"closeness",30071.3452029799,0,0.151428332199265,0.828944297537639,0,-83.0692927454567
"X-squared12605","forest.fire",0.0366666666666667,"closeness",28547.1581797617,0,0.147948889852449,0.815444854940891,0,-82.1713500601914
"X-squared12606","forest.fire",0.0366666666666667,"closeness",28488.5632909981,0,0.146561665532599,0.817505333032322,0,-83.2898179475757
"X-squared12607","forest.fire",0.0366666666666667,"closeness",28915.6144851882,0,0.149748889852449,0.827910293986644,0,-82.0607822146021
"X-squared12608","forest.fire",0.0366666666666667,"closeness",29885.3426086841,0,0.15167277664371,0.835782084512811,0,-83.004981037409
"X-squared12609","forest.fire",0.0366666666666667,"closeness",31699.8106216364,0,0.156361665532599,0.855213916925047,0,-82.7444532326606
"X-squared12610","forest.fire",0.0366666666666667,"closeness",28211.4275648145,0,0.15267277664371,0.829467898649815,0,-82.9380976220146
"X-squared12611","forest.fire",0.0366666666666667,"closeness",27963.6605690997,0,0.149961665532599,0.821842457743557,0,-82.7710278081109
"X-squared12612","forest.fire",0.0366666666666667,"closeness",30706.2573745424,0,0.147904445408004,0.826286738092864,0,-82.1635226484468
"X-squared12613","forest.fire",0.0366666666666667,"closeness",31611.7450238625,0,0.153828332199265,0.839655036137738,0,-82.9123490651748
"X-squared12614","forest.fire",0.0366666666666667,"closeness",30424.2961113921,0,0.152806109977043,0.830743788583821,0,-82.8528636729667
"X-squared12615","forest.fire",0.0366666666666667,"closeness",29084.2938201725,0,0.152850554421488,0.82582497561811,0,-82.8522916259203
"X-squared12616","forest.fire",0.0366666666666667,"closeness",30005.2454230397,0,0.151250554421488,0.83197896079719,0,-82.4076208670495
"X-squared12617","forest.fire",0.0366666666666667,"closeness",28897.0310948057,0,0.149961665532599,0.829229476181231,0,-82.9260573502965
"X-squared12618","forest.fire",0.0366666666666667,"closeness",29294.9880167523,0,0.151317221088154,0.831100318796261,0,-82.6101260077297
"X-squared12619","forest.fire",0.0366666666666667,"closeness",27989.7565887815,0,0.147317221088154,0.81977798949041,0,-82.4278068971346
"X-squared12620","forest.fire",0.0366666666666667,"closeness",30908.5582438944,0,0.155317221088154,0.848074540068063,0,-82.6539431115838
"X-squared12621","forest.fire",0.0366666666666667,"closeness",26959.8865560719,0,0.149806109977043,0.818507968838987,0,-82.6178838784341
"X-squared12622","forest.fire",0.0366666666666667,"closeness",31935.5960200445,0,0.152828332199265,0.834448818107921,0,-82.8005464822008
"X-squared12623","forest.fire",0.0366666666666667,"closeness",26687.4927505087,0,0.147117221088154,0.805510994643764,0,-82.446966746728
"X-squared12624","forest.fire",0.0366666666666667,"closeness",28180.1856685781,0,0.144806109977043,0.807820040705539,0,-83.3122696990541
"X-squared12625","forest.fire",0.0366666666666667,"closeness",30520.5851819507,0,0.149917221088154,0.836989690577141,0,-83.6090638677162
"X-squared12626","forest.fire",0.0366666666666667,"closeness",29084.2989440232,0,0.152628332199265,0.830602027373543,0,-82.6797745846563
"X-squared12627","forest.fire",0.0366666666666667,"closeness",30403.0462514121,0,0.154761665532599,0.849194974570447,0,-82.8386844072652
"X-squared12628","forest.fire",0.0366666666666667,"closeness",29948.5631824649,0,0.154961665532599,0.835835223261471,0,-82.7458477744609
"X-squared12629","forest.fire",0.0366666666666667,"closeness",29133.4729125413,0,0.150406109977043,0.829375438545599,0,-82.5073832795922
"X-squared12630","forest.fire",0.0366666666666667,"closeness",30534.9925656708,0,0.148494998865932,0.824176758249458,0,-82.7306104331279
"X-squared12631","forest.fire",0.0366666666666667,"closeness",31136.7459246803,0,0.152828332199265,0.83866307101646,0,-82.6613240669083
"X-squared12632","forest.fire",0.0366666666666667,"closeness",29680.7372992215,0,0.148739443310376,0.82329014544678,0,-82.4979013151287
"X-squared12633","forest.fire",0.0366666666666667,"closeness",26839.3617436261,0,0.145637778741338,0.802995361547955,0,-82.0181107329925
"X-squared12634","forest.fire",0.0366666666666667,"closeness",29189.3284029353,0,0.149606109977043,0.838770645248043,0,-83.7247051130663
"X-squared12635","forest.fire",0.0366666666666667,"closeness",30366.1169000651,0,0.149482223185782,0.831555000884175,0,-81.7966407674813
"X-squared12636","forest.fire",0.0366666666666667,"closeness",31023.5801828932,0,0.151250554421488,0.838249733146901,0,-82.1692956457139
"X-squared12637","forest.fire",0.0366666666666667,"closeness",35697.9988006833,0,0.154761665532599,0.84745734624434,0,-82.8705164488421
"X-squared12638","forest.fire",0.0366666666666667,"closeness",28571.199490535,0,0.149694998865932,0.829864080792767,0,-82.6449991454398
"X-squared12639","forest.fire",0.0366666666666667,"closeness",30469.4254045556,0,0.151894998865932,0.839438466278811,0,-82.971850834506
"X-squared12640","forest.fire",0.0366666666666667,"closeness",30808.0976959104,0,0.152494998865932,0.837760242359435,0,-83.0940373800561
"X-squared12641","forest.fire",0.0366666666666667,"closeness",27768.0177325133,0,0.151383887754821,0.829212060149396,0,-82.9735210228993
"X-squared12642","forest.fire",0.0366666666666667,"closeness",29213.2833267779,0,0.15047277664371,0.829083221217631,0,-82.5913935448127
"X-squared12643","forest.fire",0.0366666666666667,"closeness",32121.1301817018,0,0.15275111496535,0.843991724442953,0,-83.6713395568995
"X-squared12644","forest.fire",0.0366666666666667,"closeness",28998.612467005,0,0.150650554421488,0.826221650418398,0,-83.0540450175321
"X-squared12645","forest.fire",0.0366666666666667,"closeness",28614.2777633665,0,0.148993334296893,0.820123080299475,0,-82.4311857184549
"X-squared12646","forest.fire",0.0366666666666667,"closeness",31723.5346504777,0,0.149094998865932,0.839015827389356,0,-83.5797169321339
"X-squared12647","forest.fire",0.0366666666666667,"closeness",30143.8359808001,0,0.14767277664371,0.81595001305465,0,-82.5471870196116
"X-squared12648","forest.fire",0.0366666666666667,"closeness",28289.6624422413,0,0.15087277664371,0.8219973052892,0,-82.7750326122236
"X-squared12649","forest.fire",0.0366666666666667,"closeness",26731.9361378991,0,0.144717221088154,0.806012105938115,0,-82.763491874265
"X-squared12650","forest.fire",0.0366666666666667,"closeness",29856.4968213457,0,0.153361665532599,0.839461643946379,0,-82.6913931937598
"X-squared12651","forest.fire",0.0366666666666667,"closeness",27566.8924637916,0,0.149383887754821,0.821487036742187,0,-82.4572223220271
"X-squared12652","forest.fire",0.0366666666666667,"closeness",28710.7381850997,0,0.149250554421488,0.82305144696015,0,-82.7558864743251
"X-squared12653","forest.fire",0.0366666666666667,"closeness",27463.0501984203,0,0.148939443310376,0.809541734615909,0,-83.0969955862616
"X-squared12654","forest.fire",0.0366666666666667,"closeness",29853.3495919004,0,0.145148889852449,0.837210744855093,0,-84.3524551888214
"X-squared12655","forest.fire",0.0366666666666667,"closeness",28411.4200405734,0,0.148250554421488,0.816081348529561,0,-83.1068687314445
"X-squared12656","forest.fire",0.0366666666666667,"closeness",28720.3314919977,0,0.151006109977043,0.825128762865224,0,-82.7130734455846
"X-squared12657","forest.fire",0.0366666666666667,"closeness",27793.2882976925,0,0.147348889852449,0.815218350726417,0,-82.4971459009848
"X-squared12658","forest.fire",0.0366666666666667,"closeness",30771.5922607295,0,0.15227277664371,0.834244805716302,0,-83.2897082542125
"X-squared12659","forest.fire",0.0366666666666667,"closeness",30497.080773943,0,0.147284448298683,0.838340294334249,0,-83.8777819000575
"X-squared12660","forest.fire",0.0366666666666667,"closeness",28486.5743087586,0,0.152183887754821,0.829568688774434,0,-83.0473312945
"X-squared12661","forest.fire",0.0366666666666667,"closeness",28883.264638692,0,0.146428332199265,0.806892300479731,0,-82.7333447965686
"X-squared12662","forest.fire",0.0366666666666667,"closeness",31723.7326786004,0,0.149539443310376,0.837500487629835,0,-82.4539565379551
"X-squared12663","forest.fire",0.0366666666666667,"closeness",28820.0596052718,0,0.15026000096356,0.827031118694531,0,-82.1413382899286
"X-squared12664","forest.fire",0.0366666666666667,"closeness",28312.5432879193,0,0.145694998865932,0.811091900632776,0,-82.4695784826128
"X-squared12665","forest.fire",0.0366666666666667,"closeness",29277.6705457772,0,0.150383887754821,0.826613855240181,0,-82.2539167943429
