"","i","test","test.number","pval","statistic"
"8318",0.75,"Euclidean Distance Test for Benford Distribution","t2",9.9999999999989e-05,2.28629009676693
"8319",0.75,"Joint Digits Test","t3",0.000199056592834701,30.147487611785
"8320",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.991705310225328
"8321",0.75,"K-S Test for Benford Distribution","t5",0.00419999999999998,1.55700043360188
"8322",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.000700000000000034,1.55700043360188
"8323",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.52836700664899
"8324",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.36998180803996,0.00396834051133611
"8325",0.75,"Mean Absolute Deviation","t9",NA,0.0037200492177638
"8326",0.75,"Distortion Factor","t10",NA,-11.2813393172112
"8327",0.75,"Mantissa Arc Test","t11",0.0116811511123287,0.000510178715008079
"8328",0.75,"Chi-Square Test for Benford Distribution","t1",2.17354308664763e-05,35.4933088476057
"8329",0.75,"Euclidean Distance Test for Benford Distribution","t2",9.9999999999989e-05,2.49229597292272
"8330",0.75,"Joint Digits Test","t3",2.17354308664763e-05,35.4933088476059
"8331",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.990317951854143
"8332",0.75,"K-S Test for Benford Distribution","t5",0.00109999999999999,1.71700043360188
"8333",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.000299999999999967,1.71700043360188
"8334",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.636085248026635
"8335",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.38535946217871,0.00384243586470624
"8336",0.75,"Mean Absolute Deviation","t9",NA,0.00413411152285222
"8337",0.75,"Distortion Factor","t10",NA,-11.5796025484017
"8338",0.75,"Mantissa Arc Test","t11",0.00159432865867399,0.000736653995311391
"8339",0.75,"Chi-Square Test for Benford Distribution","t1",2.79217664911346e-06,40.3203609670375
"8340",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.47146255167527
"8341",0.75,"Joint Digits Test","t3",2.79217664911346e-06,40.3203609670374
"8342",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.989637755968032
"8343",0.75,"K-S Test for Benford Distribution","t5",0.00680000000000003,1.50700043360188
"8344",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.000700000000000034,1.61912590556813
"8345",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.707845509057967
"8346",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.0595769315175123,0.00833903038720059
"8347",0.75,"Mean Absolute Deviation","t9",NA,0.00443670020824189
"8348",0.75,"Distortion Factor","t10",NA,-11.4051519012654
"8349",0.75,"Mantissa Arc Test","t11",0.000628287685695687,0.000842861826700526
"8350",0.75,"Chi-Square Test for Benford Distribution","t1",0.000598224513008727,27.4193888189323
"8351",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.20647445830036
"8352",0.75,"Joint Digits Test","t3",0.000598224513008727,27.4193888189323
"8353",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",1e-04,0.992565348417276
"8354",0.75,"K-S Test for Benford Distribution","t5",0.00409999999999999,1.57700043360188
"8355",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.000900000000000012,1.57700043360188
"8356",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",9.9999999999989e-05,0.537318151974722
"8357",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.495778048492818,0.00301506247256731
"8358",0.75,"Mean Absolute Deviation","t9",NA,0.00324376409696329
"8359",0.75,"Distortion Factor","t10",NA,-11.2119976333723
"8360",0.75,"Mantissa Arc Test","t11",0.0116398139816323,0.000509591923305408
"8361",0.75,"Chi-Square Test for Benford Distribution","t1",1.43971940460563e-05,36.4706316234427
"8362",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.47517856900086
"8363",0.75,"Joint Digits Test","t3",1.43971940460563e-05,36.4706316234426
"8364",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.990001406532845
"8365",0.75,"K-S Test for Benford Distribution","t5",0.00280000000000002,1.59700043360188
"8366",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.000399999999999956,1.59700043360188
"8367",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.630115647961538
"8368",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.269705758153534,0.00488564579392496
"8369",0.75,"Mean Absolute Deviation","t9",NA,0.0045759943342264
"8370",0.75,"Distortion Factor","t10",NA,-11.4469346015685
"8371",0.75,"Mantissa Arc Test","t11",0.000125611794108874,0.00102222765519495
"8372",0.75,"Chi-Square Test for Benford Distribution","t1",0.000236615014814756,29.7226306523524
"8373",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.15416393783571
"8374",0.75,"Joint Digits Test","t3",0.000236615014814756,29.7226306523525
"8375",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",1e-04,0.992670910871872
"8376",0.75,"K-S Test for Benford Distribution","t5",0.00700000000000001,1.46700043360188
"8377",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.00239999999999996,1.46700043360188
"8378",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.582842486490025
"8379",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.297045776365159,0.0046158501225753
"8380",0.75,"Mean Absolute Deviation","t9",NA,0.00357796072490361
"8381",0.75,"Distortion Factor","t10",NA,-11.6188984050766
"8382",0.75,"Mantissa Arc Test","t11",0.00174031526359589,0.00072522417488794
"8383",0.75,"Chi-Square Test for Benford Distribution","t1",1.61642724606503e-05,36.1964143467392
"8384",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.30488530924565
"8385",0.75,"Joint Digits Test","t3",1.61642724606503e-05,36.1964143467392
"8386",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.990606835278089
"8387",0.75,"K-S Test for Benford Distribution","t5",0.0115,1.40512503836436
"8388",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.000900000000000012,1.57912590556812
"8389",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.579491786884534
"8390",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.0453116284919581,0.00886063535180991
"8391",0.75,"Mean Absolute Deviation","t9",NA,0.00410177335459457
"8392",0.75,"Distortion Factor","t10",NA,-10.8672768597281
"8393",0.75,"Mantissa Arc Test","t11",0.0110315276606348,0.000515792853604506
"8394",0.75,"Chi-Square Test for Benford Distribution","t1",6.1454667342753e-06,38.4766097522596
"8395",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.51040251534835
"8396",0.75,"Joint Digits Test","t3",6.1454667342753e-06,38.4766097522596
"8397",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.989903713346351
"8398",0.75,"K-S Test for Benford Distribution","t5",0.00149999999999995,1.67700043360188
"8399",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.000299999999999967,1.67700043360188
"8400",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.762698277045398
"8401",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.188497540634465,0.00582093745460375
"8402",0.75,"Mean Absolute Deviation","t9",NA,0.00517862882878286
"8403",0.75,"Distortion Factor","t10",NA,-11.2547249720387
"8404",0.75,"Mantissa Arc Test","t11",1.96009123714732e-05,0.00124012520801353
"8405",0.75,"Chi-Square Test for Benford Distribution","t1",2.31658725264872e-05,35.3416642701787
"8406",0.75,"Euclidean Distance Test for Benford Distribution","t2",9.9999999999989e-05,2.35979825602492
"8407",0.75,"Joint Digits Test","t3",2.31658725264872e-05,35.3416642701788
"8408",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.990549666009355
"8409",0.75,"K-S Test for Benford Distribution","t5",0.0105,1.42700043360188
"8410",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.00139999999999996,1.51912590556812
"8411",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.613205731840196
"8412",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.12998958098507,0.00670226998101265
"8413",0.75,"Mean Absolute Deviation","t9",NA,0.00404703667828263
"8414",0.75,"Distortion Factor","t10",NA,-11.3517478185072
"8415",0.75,"Mantissa Arc Test","t11",0.00201693565671255,0.000709358317637268
"8416",0.75,"Chi-Square Test for Benford Distribution","t1",1.03824724766444e-05,37.2430810471245
"8417",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.51066355801987
"8418",0.75,"Joint Digits Test","t3",1.03824724766444e-05,37.2430810471245
"8419",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.989811811866057
"8420",0.75,"K-S Test for Benford Distribution","t5",0.001,1.64700043360188
"8421",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.000299999999999967,1.64700043360188
"8422",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.684297080464397
"8423",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.259268920168691,0.00499356406246481
"8424",0.75,"Mean Absolute Deviation","t9",NA,0.00435614948283967
"8425",0.75,"Distortion Factor","t10",NA,-11.3068117715071
"8426",0.75,"Mantissa Arc Test","t11",0.000467598172804889,0.000876832617035664
"8427",0.75,"Chi-Square Test for Benford Distribution","t1",5.75016616088941e-06,38.6325335351644
"8428",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.52313080344538
"8429",0.75,"Joint Digits Test","t3",5.75016616088941e-06,38.6325335351645
"8430",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.990435612262772
"8431",0.75,"K-S Test for Benford Distribution","t5",0.000600000000000045,1.80700043360188
"8432",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0,1.80700043360188
"8433",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.755051935222649
"8434",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.363509762999667,0.00402229964560608
"8435",0.75,"Mean Absolute Deviation","t9",NA,0.00480608230124317
"8436",0.75,"Distortion Factor","t10",NA,-11.0898859143582
"8437",0.75,"Mantissa Arc Test","t11",0.000127802959489158,0.00102025957199235
"8438",0.75,"Chi-Square Test for Benford Distribution","t1",9.08559252388308e-07,42.9222122990926
"8439",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.64614889471409
"8440",0.75,"Joint Digits Test","t3",9.08559252388308e-07,42.9222122990927
"8441",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.988570330466857
"8442",0.75,"K-S Test for Benford Distribution","t5",0.00149999999999995,1.70700043360188
"8443",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.000199999999999978,1.70700043360188
"8444",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.805470469257448
"8445",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.119034187075229,0.00690012014000242
"8446",0.75,"Mean Absolute Deviation","t9",NA,0.00408199322837917
"8447",0.75,"Distortion Factor","t10",NA,-11.1696260024002
"8448",0.75,"Mantissa Arc Test","t11",0.000147576760564856,0.00100790243452261
"8449",0.75,"Chi-Square Test for Benford Distribution","t1",4.06088872417776e-06,39.4466226795104
"8450",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.79134362921094
"8451",0.75,"Joint Digits Test","t3",4.06088872417776e-06,39.4466226795104
"8452",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.989322226577484
"8453",0.75,"K-S Test for Benford Distribution","t5",0,2.12700043360188
"8454",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0,2.12700043360188
"8455",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.696508154888341
"8456",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.976110230666893,0.000132553693178705
"8457",0.75,"Mean Absolute Deviation","t9",NA,0.00468551294453648
"8458",0.75,"Distortion Factor","t10",NA,-11.8470226297783
"8459",0.75,"Mantissa Arc Test","t11",0.00127254719667202,0.000759309193679362
"8460",0.75,"Chi-Square Test for Benford Distribution","t1",0.00033387304458965,28.8723632345023
"8461",0.75,"Euclidean Distance Test for Benford Distribution","t2",9.9999999999989e-05,2.09369276204445
"8462",0.75,"Joint Digits Test","t3",0.00033387304458965,28.8723632345024
"8463",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",1e-04,0.992382740643182
"8464",0.75,"K-S Test for Benford Distribution","t5",0.0334,1.22700043360188
"8465",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.00370000000000004,1.35912590556812
"8466",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0.000299999999999967,0.491120462855502
"8467",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.0912445722260471,0.00747568423888162
"8468",0.75,"Mean Absolute Deviation","t9",NA,0.00356147649124221
"8469",0.75,"Distortion Factor","t10",NA,-11.0634930046131
"8470",0.75,"Mantissa Arc Test","t11",0.0185697447082139,0.000455204025493926
"8471",0.75,"Chi-Square Test for Benford Distribution","t1",4.57737487402632e-06,39.1667153875165
"8472",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.66126337763057
"8473",0.75,"Joint Digits Test","t3",4.57737487402632e-06,39.1667153875166
"8474",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.989308976132958
"8475",0.75,"K-S Test for Benford Distribution","t5",0.000399999999999956,1.89700043360188
"8476",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0,1.89700043360188
"8477",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.73097964359738
"8478",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.43378422824191,0.00346472192481673
"8479",0.75,"Mean Absolute Deviation","t9",NA,0.00364876998804918
"8480",0.75,"Distortion Factor","t10",NA,-11.2640088312053
"8481",0.75,"Mantissa Arc Test","t11",0.00149752451221119,0.000744925192916419
"8482",0.75,"Chi-Square Test for Benford Distribution","t1",5.78674359208442e-06,38.6176670319857
"8483",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.47839685499461
"8484",0.75,"Joint Digits Test","t3",5.78674359208442e-06,38.6176670319856
"8485",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.989849536905834
"8486",0.75,"K-S Test for Benford Distribution","t5",0.00360000000000005,1.57700043360188
"8487",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.001,1.57912590556812
"8488",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.660095396660321
"8489",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.131023118381974,0.00668428360292264
"8490",0.75,"Mean Absolute Deviation","t9",NA,0.00394629512865126
"8491",0.75,"Distortion Factor","t10",NA,-10.9667045330826
"8492",0.75,"Mantissa Arc Test","t11",0.00155260596131401,0.000736821655779402
"8493",0.75,"Chi-Square Test for Benford Distribution","t1",2.33451645795801e-05,35.3233132168675
"8494",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.30474899223435
"8495",0.75,"Joint Digits Test","t3",2.33451645795801e-05,35.3233132168675
"8496",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.990977685938175
"8497",0.75,"K-S Test for Benford Distribution","t5",0.00890000000000002,1.41700043360188
"8498",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.00119999999999998,1.46912590556812
"8499",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.627310961434163
"8500",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.0753605989091024,0.00787138455686116
"8501",0.75,"Mean Absolute Deviation","t9",NA,0.00418148294113376
"8502",0.75,"Distortion Factor","t10",NA,-11.2750028808744
"8503",0.75,"Mantissa Arc Test","t11",0.000129863078450667,0.00102251255772917
"8504",0.75,"Chi-Square Test for Benford Distribution","t1",0.000470824330378039,28.0180726535565
"8505",0.75,"Euclidean Distance Test for Benford Distribution","t2",9.9999999999989e-05,2.00288515893875
"8506",0.75,"Joint Digits Test","t3",0.000470824330378039,28.0180726535565
"8507",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.993120723948716
"8508",0.75,"K-S Test for Benford Distribution","t5",0.0373,1.20700043360188
"8509",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.0103,1.20700043360188
"8510",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",9.9999999999989e-05,0.499508265659147
"8511",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.112448331587894,0.00702602478663221
"8512",0.75,"Mean Absolute Deviation","t9",NA,0.0030161254040523
"8513",0.75,"Distortion Factor","t10",NA,-10.6555507054099
"8514",0.75,"Mantissa Arc Test","t11",0.00838165029938124,0.000547169064054988
"8515",0.75,"Chi-Square Test for Benford Distribution","t1",5.6147846526633e-06,38.6883846215874
"8516",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.37607958539416
"8517",0.75,"Joint Digits Test","t3",5.6147846526633e-06,38.6883846215872
"8518",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.990163642940791
"8519",0.75,"K-S Test for Benford Distribution","t5",0.00470000000000004,1.50512503836436
"8520",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.000600000000000045,1.57912590556812
"8521",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.678362372777566
"8522",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.0513042764013454,0.00862681243664019
"8523",0.75,"Mean Absolute Deviation","t9",NA,0.00505131107813345
"8524",0.75,"Distortion Factor","t10",NA,-10.6109661763151
"8525",0.75,"Mantissa Arc Test","t11",4.66637425398163e-05,0.00113427469129292
"8526",0.75,"Chi-Square Test for Benford Distribution","t1",0.000213926364040384,29.9705597894206
"8527",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.30519151801045
"8528",0.75,"Joint Digits Test","t3",0.000213926364040384,29.9705597894207
"8529",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.99218568478945
"8530",0.75,"K-S Test for Benford Distribution","t5",0.00139999999999996,1.69700043360188
"8531",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.000199999999999978,1.69700043360188
"8532",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.592561923864413
"8533",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.587135059090237,0.00240352561750807
"8534",0.75,"Mean Absolute Deviation","t9",NA,0.00363965188476801
"8535",0.75,"Distortion Factor","t10",NA,-11.1666482197942
"8536",0.75,"Mantissa Arc Test","t11",0.011353649485592,0.000512968619261973
"8537",0.75,"Chi-Square Test for Benford Distribution","t1",3.65087721720947e-06,39.6951956587739
"8538",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.66990641837267
"8539",0.75,"Joint Digits Test","t3",3.65087721720947e-06,39.6951956587739
"8540",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.988422179652114
"8541",0.75,"K-S Test for Benford Distribution","t5",0.00119999999999998,1.73700043360188
"8542",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0,1.80912590556812
"8543",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",9.9999999999989e-05,0.675721966961761
"8544",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.215778233769863,0.00547919627089418
"8545",0.75,"Mean Absolute Deviation","t9",NA,0.00432213317494205
"8546",0.75,"Distortion Factor","t10",NA,-11.2653279636082
"8547",0.75,"Mantissa Arc Test","t11",0.00368073233647537,0.000640311155275112
"8548",0.75,"Chi-Square Test for Benford Distribution","t1",2.16411269871042e-06,40.9130461700414
"8549",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.50394298014655
"8550",0.75,"Joint Digits Test","t3",2.16411269871042e-06,40.9130461700414
"8551",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.989989653422733
"8552",0.75,"K-S Test for Benford Distribution","t5",0.002,1.65700043360188
"8553",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.000299999999999967,1.65700043360188
"8554",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.699701809641594
"8555",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.21277940192815,0.00551516902707413
"8556",0.75,"Mean Absolute Deviation","t9",NA,0.00476029625081556
"8557",0.75,"Distortion Factor","t10",NA,-11.2092682597992
"8558",0.75,"Mantissa Arc Test","t11",0.00119819076510877,0.000768266623532184
"8559",0.75,"Chi-Square Test for Benford Distribution","t1",0.00461178559447017,22.1692550443302
"8560",0.75,"Euclidean Distance Test for Benford Distribution","t2",0.000600000000000045,1.92572142619257
"8561",0.75,"Joint Digits Test","t3",0.00461178559447006,22.1692550443303
"8562",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",2e-04,0.99403928977418
"8563",0.75,"K-S Test for Benford Distribution","t5",0.0227000000000001,1.30700043360188
"8564",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.004,1.30700043360188
"8565",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0.000600000000000045,0.414658097260334
"8566",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.394319481682909,0.00377049035234634
"8567",0.75,"Mean Absolute Deviation","t9",NA,0.00325690196449028
"8568",0.75,"Distortion Factor","t10",NA,-11.4272447507585
"8569",0.75,"Mantissa Arc Test","t11",0.00975580615936217,0.000529130590593133
"8570",0.75,"Chi-Square Test for Benford Distribution","t1",5.25540431204341e-05,33.381939338519
"8571",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.36349389202856
"8572",0.75,"Joint Digits Test","t3",5.25540431204341e-05,33.3819393385189
"8573",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.990980811392025
"8574",0.75,"K-S Test for Benford Distribution","t5",0.00290000000000001,1.56700043360188
"8575",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.000700000000000034,1.56700043360188
"8576",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.6397066217732
"8577",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.242502483274547,0.00517342784336457
"8578",0.75,"Mean Absolute Deviation","t9",NA,0.00346007656766489
"8579",0.75,"Distortion Factor","t10",NA,-11.5967394104283
"8580",0.75,"Mantissa Arc Test","t11",0.00895724082124304,0.000538890633540286
"8581",0.75,"Chi-Square Test for Benford Distribution","t1",7.11575635747863e-07,43.4854223101083
"8582",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.80971963570358
"8583",0.75,"Joint Digits Test","t3",7.11575635747863e-07,43.4854223101083
"8584",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.988255222763823
"8585",0.75,"K-S Test for Benford Distribution","t5",0,1.99700043360188
"8586",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0,1.99700043360188
"8587",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.78371927629818
"8588",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.601200155283908,0.00231359372705824
"8589",0.75,"Mean Absolute Deviation","t9",NA,0.00462253812506315
"8590",0.75,"Distortion Factor","t10",NA,-11.5372242403136
"8591",0.75,"Mantissa Arc Test","t11",0.000570324445556386,0.000851785284107607
"8592",0.75,"Chi-Square Test for Benford Distribution","t1",4.83644109094961e-06,39.0378964986174
"8593",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.52093248485854
"8594",0.75,"Joint Digits Test","t3",4.83644109094961e-06,39.0378964986174
"8595",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.989738749451357
"8596",0.75,"K-S Test for Benford Distribution","t5",0.00280000000000002,1.65700043360188
"8597",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.000600000000000045,1.65700043360188
"8598",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.671892862685767
"8599",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.218807384722602,0.00544322351471423
"8600",0.75,"Mean Absolute Deviation","t9",NA,0.00386165119621653
"8601",0.75,"Distortion Factor","t10",NA,-11.4114931713215
"8602",0.75,"Mantissa Arc Test","t11",0.00330886014797751,0.000653150905200223
"8603",0.75,"Chi-Square Test for Benford Distribution","t1",1.56824034555081e-05,36.2681336050832
"8604",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.37607515992597
"8605",0.75,"Joint Digits Test","t3",1.56824034555081e-05,36.2681336050833
"8606",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.990637539303191
"8607",0.75,"K-S Test for Benford Distribution","t5",0.00619999999999998,1.50700043360188
"8608",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.00119999999999998,1.50700043360188
"8609",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,0.715011352560481
"8610",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.117122389647486,0.00693609289618237
"8611",0.75,"Mean Absolute Deviation","t9",NA,0.0039142721133135
"8612",0.75,"Distortion Factor","t10",NA,-11.4831843834839
"8613",0.75,"Mantissa Arc Test","t11",0.000816821135452172,0.000810728667677049
"8614",0.75,"Chi-Square Test for Benford Distribution","t1",0.000683702686012144,27.0841980009282
"8615",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.21616949010588
"8616",0.75,"Joint Digits Test","t3",0.000683702686012255,27.084198000928
"8617",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",2e-04,0.99256273836862
"8618",0.75,"K-S Test for Benford Distribution","t5",0.00409999999999999,1.58700043360188
"8619",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.000700000000000034,1.58700043360188
"8620",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",9.9999999999989e-05,0.503159908679967
"8621",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.632665793451686,0.00211574356806847
"8622",0.75,"Mean Absolute Deviation","t9",NA,0.00372140421104643
"8623",0.75,"Distortion Factor","t10",NA,-12.0522998011512
"8624",0.75,"Mantissa Arc Test","t11",0.00549621345989647,0.000591799827781121
"8625",0.75,"Chi-Square Test for Benford Distribution","t1",0.000308214891405423,29.0703002957191
"8626",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.27309916427743
"8627",0.75,"Joint Digits Test","t3",0.000308214891405423,29.0703002957191
"8628",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.991392945511929
"8629",0.75,"K-S Test for Benford Distribution","t5",0.00839999999999996,1.43700043360188
"8630",0.75,"Chebyshev Distance Test for Benford Distribution","t6",0.00160000000000005,1.48912590556812
"8631",0.75,"Freedman-Watson U-squared Test for Benford Distribution","t7",0.000299999999999967,0.500214261493275
"8632",0.75,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.300826434298299,0.00457987736639535
"8633",0.75,"Mean Absolute Deviation","t9",NA,0.00422582930858049
"8634",0.75,"Distortion Factor","t10",NA,-11.2142177280783
"8635",0.75,"Mantissa Arc Test","t11",0.00265921979555227,0.000676908962232313
"8636",0.75,"Chi-Square Test for Benford Distribution","t1",0.000146583163988523,30.896591641122
"8637",0.75,"Euclidean Distance Test for Benford Distribution","t2",0,2.44549285126328
"8638",0.75,"Joint Digits Test","t3",0.000146583163988523,30.896591641122
"8639",0.75,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.9913400035805
"8640",0.75,"K-S Test for Benford Distribution","t5",9.9999999999989e-05,1.81700043360188
