"","i","test","test.number","pval","statistic"
"1",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"2",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"3",0,"Joint Digits Test","t3",0,432.647597030281
"4",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"5",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"6",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"7",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"8",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"9",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"10",0,"Distortion Factor","t10",NA,-79.0600590529183
"11",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"12",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"13",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"14",0,"Joint Digits Test","t3",0,432.647597030281
"15",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"16",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"17",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"18",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"19",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"20",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"21",0,"Distortion Factor","t10",NA,-79.0600590529183
"22",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"23",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"24",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"25",0,"Joint Digits Test","t3",0,432.647597030281
"26",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"27",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"28",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"29",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"30",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"31",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"32",0,"Distortion Factor","t10",NA,-79.0600590529183
"33",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"34",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"35",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"36",0,"Joint Digits Test","t3",0,432.647597030281
"37",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"38",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"39",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"40",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"41",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"42",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"43",0,"Distortion Factor","t10",NA,-79.0600590529183
"44",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"45",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"46",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"47",0,"Joint Digits Test","t3",0,432.647597030281
"48",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"49",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"50",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"51",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"52",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"53",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"54",0,"Distortion Factor","t10",NA,-79.0600590529183
"55",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"56",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"57",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"58",0,"Joint Digits Test","t3",0,432.647597030281
"59",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"60",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"61",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"62",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"63",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"64",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"65",0,"Distortion Factor","t10",NA,-79.0600590529183
"66",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"67",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"68",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"69",0,"Joint Digits Test","t3",0,432.647597030281
"70",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"71",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"72",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"73",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"74",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"75",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"76",0,"Distortion Factor","t10",NA,-79.0600590529183
"77",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"78",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"79",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"80",0,"Joint Digits Test","t3",0,432.647597030281
"81",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"82",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"83",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"84",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"85",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"86",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"87",0,"Distortion Factor","t10",NA,-79.0600590529183
"88",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"89",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"90",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"91",0,"Joint Digits Test","t3",0,432.647597030281
"92",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"93",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"94",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"95",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"96",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"97",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"98",0,"Distortion Factor","t10",NA,-79.0600590529183
"99",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"100",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"101",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"102",0,"Joint Digits Test","t3",0,432.647597030281
"103",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"104",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"105",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"106",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"107",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"108",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"109",0,"Distortion Factor","t10",NA,-79.0600590529183
"110",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"111",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"112",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"113",0,"Joint Digits Test","t3",0,432.647597030281
"114",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"115",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"116",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"117",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"118",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"119",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"120",0,"Distortion Factor","t10",NA,-79.0600590529183
"121",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"122",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"123",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"124",0,"Joint Digits Test","t3",0,432.647597030281
"125",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"126",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"127",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"128",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"129",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"130",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"131",0,"Distortion Factor","t10",NA,-79.0600590529183
"132",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"133",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"134",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"135",0,"Joint Digits Test","t3",0,432.647597030281
"136",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"137",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"138",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"139",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"140",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"141",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"142",0,"Distortion Factor","t10",NA,-79.0600590529183
"143",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"144",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"145",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"146",0,"Joint Digits Test","t3",0,432.647597030281
"147",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"148",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"149",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"150",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"151",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"152",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"153",0,"Distortion Factor","t10",NA,-79.0600590529183
"154",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"155",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"156",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"157",0,"Joint Digits Test","t3",0,432.647597030281
"158",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"159",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"160",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"161",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"162",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"163",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"164",0,"Distortion Factor","t10",NA,-79.0600590529183
"165",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"166",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"167",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"168",0,"Joint Digits Test","t3",0,432.647597030281
"169",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"170",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"171",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"172",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"173",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"174",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"175",0,"Distortion Factor","t10",NA,-79.0600590529183
"176",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"177",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"178",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"179",0,"Joint Digits Test","t3",0,432.647597030281
"180",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"181",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"182",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"183",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"184",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"185",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"186",0,"Distortion Factor","t10",NA,-79.0600590529183
"187",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"188",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"189",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"190",0,"Joint Digits Test","t3",0,432.647597030281
"191",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"192",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"193",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"194",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"195",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"196",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"197",0,"Distortion Factor","t10",NA,-79.0600590529183
"198",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"199",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"200",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"201",0,"Joint Digits Test","t3",0,432.647597030281
"202",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"203",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"204",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"205",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"206",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"207",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"208",0,"Distortion Factor","t10",NA,-79.0600590529183
"209",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"210",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"211",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"212",0,"Joint Digits Test","t3",0,432.647597030281
"213",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"214",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"215",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"216",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"217",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"218",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"219",0,"Distortion Factor","t10",NA,-79.0600590529183
"220",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"221",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"222",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"223",0,"Joint Digits Test","t3",0,432.647597030281
"224",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"225",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"226",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"227",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"228",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"229",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"230",0,"Distortion Factor","t10",NA,-79.0600590529183
"231",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"232",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"233",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"234",0,"Joint Digits Test","t3",0,432.647597030281
"235",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"236",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"237",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"238",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"239",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"240",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"241",0,"Distortion Factor","t10",NA,-79.0600590529183
"242",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"243",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"244",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"245",0,"Joint Digits Test","t3",0,432.647597030281
"246",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"247",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"248",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"249",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"250",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"251",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"252",0,"Distortion Factor","t10",NA,-79.0600590529183
"253",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"254",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"255",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"256",0,"Joint Digits Test","t3",0,432.647597030281
"257",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"258",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"259",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"260",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"261",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"262",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"263",0,"Distortion Factor","t10",NA,-79.0600590529183
"264",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"265",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"266",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"267",0,"Joint Digits Test","t3",0,432.647597030281
"268",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"269",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"270",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"271",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"272",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"273",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"274",0,"Distortion Factor","t10",NA,-79.0600590529183
"275",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"276",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"277",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"278",0,"Joint Digits Test","t3",0,432.647597030281
"279",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"280",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"281",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"282",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"283",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"284",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"285",0,"Distortion Factor","t10",NA,-79.0600590529183
"286",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"287",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"288",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"289",0,"Joint Digits Test","t3",0,432.647597030281
"290",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"291",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"292",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"293",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"294",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"295",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"296",0,"Distortion Factor","t10",NA,-79.0600590529183
"297",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"298",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"299",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"300",0,"Joint Digits Test","t3",0,432.647597030281
"301",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"302",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"303",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"304",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"305",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"306",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"307",0,"Distortion Factor","t10",NA,-79.0600590529183
"308",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"309",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"310",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"311",0,"Joint Digits Test","t3",0,432.647597030281
"312",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"313",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"314",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"315",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"316",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"317",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"318",0,"Distortion Factor","t10",NA,-79.0600590529183
"319",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"320",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"321",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"322",0,"Joint Digits Test","t3",0,432.647597030281
"323",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"324",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"325",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"326",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"327",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"328",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"329",0,"Distortion Factor","t10",NA,-79.0600590529183
"330",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"331",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"332",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"333",0,"Joint Digits Test","t3",0,432.647597030281
"334",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"335",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"336",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"337",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"338",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"339",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"340",0,"Distortion Factor","t10",NA,-79.0600590529183
"341",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"342",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"343",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"344",0,"Joint Digits Test","t3",0,432.647597030281
"345",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"346",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"347",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"348",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"349",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"350",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"351",0,"Distortion Factor","t10",NA,-79.0600590529183
"352",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"353",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"354",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"355",0,"Joint Digits Test","t3",0,432.647597030281
"356",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"357",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"358",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"359",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"360",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"361",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"362",0,"Distortion Factor","t10",NA,-79.0600590529183
"363",0,"Mantissa Arc Test","t11",1.48254174313571e-59,0.0270376771412968
"364",0,"Chi-Square Test for Benford Distribution","t1",0,432.647597030281
"365",0,"Euclidean Distance Test for Benford Distribution","t2",0,8.5649611398889
"366",0,"Joint Digits Test","t3",0,432.647597030281
"367",0,"JP-Square Correlation Statistic Test for Benford Distribution","t4",0,0.907912732767359
"368",0,"K-S Test for Benford Distribution","t5",0,5.83700043360188
"369",0,"Chebyshev Distance Test for Benford Distribution","t6",0,5.83700043360188
"370",0,"Freedman-Watson U-squared Test for Benford Distribution","t7",0,8.42944176685257
"371",0,"Judge-Schechter Normed Deviation Test for Benford Distribution","t8",0.000215389130895138,0.0163789413934203
"372",0,"Mean Absolute Deviation","t9",NA,0.0225229941093316
"373",0,"Distortion Factor","t10",NA,-79.0600590529183
